,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti
gun_control1.0-1308,0,0,1,new york times,1990,12,14,19901214,0,0,1
gun_control1.0-1310,0,0,1,st. louis post-dispatch,1990,12,8,19901208,1,0,0
gun_control1.0-1311,0,0,1,new york times,1990,12,6,19901206,0,0,1
gun_control1.0-1314,0,0,1,st. louis post-dispatch,1990,11,30,19901130,0,0,1
gun_control1.0-1319,0,0,1,st. louis post-dispatch,1990,11,24,19901124,0,0,1
gun_control1.0-132,0,0,1,new york times,1988,3,9,19880309,1,0,0
gun_control1.0-1322,0,0,1,st. louis post-dispatch,1990,11,17,19901117,0,1,0
gun_control1.0-1326,0,1,0,st. petersburg times,1990,11,7,19901107,0,0,1
gun_control1.0-1328,0,0,1,st. louis post-dispatch,1990,11,2,19901102,0,0,1
gun_control1.0-133,0,0,1,new york times,1988,2,4,19880204,1,0,0
gun_control1.0-1334,0,0,1,st. louis post-dispatch,1990,10,28,19901028,1,0,0
gun_control1.0-1337,0,0,1,st. petersburg times,1990,10,25,19901025,0,0,1
gun_control1.0-1348,0,0,1,st. louis post-dispatch,1990,10,5,19901005,0,0,1
gun_control1.0-135,0,0,1,new york times,1988,2,3,19880203,1,0,0
gun_control1.0-1350,0,0,1,st. louis post-dispatch,1990,9,29,19900929,0,0,1
gun_control1.0-1355,0,0,1,st. louis post-dispatch,1990,9,15,19900915,0,0,1
gun_control1.0-1359,0,0,1,usa today,1990,9,11,19900911,0,0,1
gun_control1.0-1362,0,0,1,st. petersburg times,1990,9,1,19900901,0,0,1
gun_control1.0-1366,0,0,1,st. petersburg times,1990,8,16,19900816,1,0,0
gun_control1.0-1368,0,0,1,new york times,1990,8,7,19900807,0,0,1
gun_control1.0-1369,0,0,1,usa today,1990,8,6,19900806,1,0,0
gun_control1.0-137,0,0,1,new york times,1987,12,4,19871204,0,0,1
gun_control1.0-1374,0,0,1,usa today,1992,10,27,19921027,0,1,0
gun_control1.0-1375,0,0,1,washington post,1992,10,27,19921027,0,0,1
gun_control1.0-1377,0,0,1,atlanta journal and constitution,1992,10,22,19921022,1,0,0
gun_control1.0-1379,0,0,1,palm beach post,1992,10,17,19921017,0,0,1
gun_control1.0-1381,0,0,1,st. louis post-dispatch,1992,10,15,19921015,0,0,1
gun_control1.0-1382,0,0,1,new york times,1992,10,11,19921011,0,1,0
gun_control1.0-1383,0,0,1,st. petersburg times,1992,10,11,19921011,1,0,0
gun_control1.0-1384,0,0,1,st. louis post-dispatch,1992,10,10,19921010,1,0,0
gun_control1.0-1389,0,0,1,atlanta journal and constitution,1992,10,2,19921002,1,0,0
gun_control1.0-139,0,0,1,new york times,1987,10,27,19871027,1,0,0
gun_control1.0-1390,0,0,1,atlanta journal and constitution,1992,10,2,19921002,0,0,1
gun_control1.0-1392,0,0,1,washington post,1992,10,2,19921002,0,0,1
gun_control1.0-1393,0,0,1,washington post,1992,10,1,19921001,0,0,1
gun_control1.0-1397,0,0,1,st. petersburg times,1992,9,24,19920924,0,0,1
gun_control1.0-1398,0,0,1,new york times,1992,9,23,19920923,0,0,1
gun_control1.0-140,0,0,1,new york times,1987,10,25,19871025,0,0,1
gun_control1.0-1405,0,0,1,atlanta journal and constitution,1992,9,4,19920904,0,0,1
gun_control1.0-1407,0,0,1,usa today,1992,9,2,19920902,0,1,0
gun_control1.0-1408,0,0,1,washington post,1992,9,2,19920902,0,0,1
gun_control1.0-1409,0,0,1,atlanta journal and constitution,1992,9,1,19920901,0,0,1
gun_control1.0-1412,0,1,0,washington post,1992,8,31,19920831,0,0,1
gun_control1.0-1415,0,0,1,atlanta journal and constitution,1992,8,28,19920828,1,0,0
gun_control1.0-1418,0,0,1,new york times,1992,8,23,19920823,0,0,1
gun_control1.0-142,0,0,1,new york times,1987,10,20,19871020,0,0,1
gun_control1.0-1422,0,0,1,washington post,1992,8,18,19920818,0,0,1
gun_control1.0-1425,0,0,1,new york times,1992,8,9,19920809,0,1,0
gun_control1.0-1427,0,0,1,new york times,1992,8,8,19920808,0,0,1
gun_control1.0-1428,0,0,1,atlanta journal and constitution,1992,8,6,19920806,0,0,1
gun_control1.0-1431,0,0,1,atlanta journal and constitution,1992,8,4,19920804,0,0,1
gun_control1.0-1434,0,0,1,st. louis post-dispatch,1992,8,4,19920804,1,0,0
gun_control1.0-1436,0,0,1,st. petersburg times,1992,7,31,19920731,0,0,1
gun_control1.0-144,0,1,0,new york times,1987,10,12,19871012,1,0,0
gun_control1.0-1441,0,0,1,usa today,1992,7,24,19920724,0,0,1
gun_control1.0-1448,0,0,1,new york times,1992,7,7,19920707,0,0,1
gun_control1.0-1449,0,0,1,new york times,1992,7,5,19920705,0,0,1
gun_control1.0-1452,0,0,1,new york times,1992,7,1,19920701,0,0,1
gun_control1.0-1453,0,0,1,washington post,1992,6,28,19920628,1,0,0
gun_control1.0-1454,0,0,1,new york times,1992,6,27,19920627,0,0,1
gun_control1.0-1455,0,0,1,new york times,1992,6,25,19920625,0,0,1
gun_control1.0-1456,0,0,1,new york times,1992,6,23,19920623,0,0,1
gun_control1.0-1458,0,0,1,atlanta journal and constitution,1992,6,22,19920622,0,0,1
gun_control1.0-1462,0,0,1,washington post,1992,6,21,19920621,0,0,1
gun_control1.0-1463,0,0,1,atlanta journal and constitution,1992,6,18,19920618,0,0,1
gun_control1.0-1468,0,0,1,washington post,1992,6,14,19920614,0,0,1
gun_control1.0-1476,0,0,1,new york times,1992,6,8,19920608,1,0,0
gun_control1.0-1482,0,0,1,washington post,1992,6,6,19920606,1,0,0
gun_control1.0-1485,0,0,1,usa today,1992,6,4,19920604,0,0,1
gun_control1.0-1486,0,0,1,st. louis post-dispatch,1992,6,2,19920602,1,0,0
gun_control1.0-149,0,0,1,new york times,1987,9,27,19870927,1,0,0
gun_control1.0-1495,0,0,1,new york times,1992,5,29,19920529,1,0,0
gun_control1.0-1498,0,0,1,palm beach post,1992,5,28,19920528,1,0,0
gun_control1.0-1499,0,0,1,atlanta journal and constitution,1992,5,26,19920526,0,0,1
gun_control1.0-1500,0,0,1,new york times,1992,5,24,19920524,1,0,0
gun_control1.0-1501,0,0,1,new york times,1992,5,24,19920524,0,0,1
gun_control1.0-1503,0,0,1,st. petersburg times,1992,5,23,19920523,0,0,1
gun_control1.0-1505,0,1,0,atlanta journal and constitution,1992,5,21,19920521,1,0,0
gun_control1.0-1507,0,0,1,palm beach post,1992,5,20,19920520,0,0,1
gun_control1.0-1509,0,0,1,washington post,1992,5,20,19920520,0,0,1
gun_control1.0-1512,0,0,1,usa today,1992,5,19,19920519,1,0,0
gun_control1.0-1515,0,0,1,washington post,1992,5,18,19920518,0,1,0
gun_control1.0-1517,0,0,1,new york times,1992,5,16,19920516,0,0,1
gun_control1.0-1519,0,0,1,st. louis post-dispatch,1992,5,15,19920515,0,0,1
gun_control1.0-1521,0,0,1,new york times,1992,5,14,19920514,1,0,0
gun_control1.0-1528,0,0,1,new york times,1992,5,7,19920507,0,1,0
gun_control1.0-1530,0,0,1,usa today,1992,5,5,19920505,0,0,1
gun_control1.0-1531,0,0,1,usa today,1992,5,5,19920505,1,0,0
gun_control1.0-1533,0,0,1,new york times,1992,4,29,19920429,0,0,1
gun_control1.0-1537,0,0,1,atlanta journal and constitution,1992,4,27,19920427,0,1,0
gun_control1.0-1538,0,1,0,st. louis post-dispatch,1992,4,27,19920427,0,0,1
gun_control1.0-154,0,0,1,new york times,1987,6,22,19870622,0,1,0
gun_control1.0-1542,0,0,1,st. louis post-dispatch,1992,4,22,19920422,0,0,1
gun_control1.0-1547,0,0,1,new york times,1992,4,17,19920417,0,1,0
gun_control1.0-155,0,0,1,new york times,1987,5,18,19870518,1,0,0
gun_control1.0-1550,0,0,1,new york times,1992,4,16,19920416,1,0,0
gun_control1.0-1551,0,0,1,st. louis post-dispatch,1992,4,15,19920415,0,0,1
gun_control1.0-1554,0,0,1,st. louis post-dispatch,1992,4,13,19920413,0,0,1
gun_control1.0-1555,0,0,1,atlanta journal and constitution,1992,4,12,19920412,0,0,1
gun_control1.0-1561,0,0,1,new york times,1992,4,7,19920407,0,0,1
gun_control1.0-1564,0,0,1,st. louis post-dispatch,1992,4,4,19920404,0,0,1
gun_control1.0-1567,0,0,1,atlanta journal and constitution,1992,4,2,19920402,0,0,1
gun_control1.0-1569,0,0,1,st. louis post-dispatch,1992,4,2,19920402,0,0,1
gun_control1.0-1572,0,0,1,st. louis post-dispatch,1992,4,1,19920401,0,0,1
gun_control1.0-1580,0,0,1,st. louis post-dispatch,1992,3,28,19920328,0,0,1
gun_control1.0-1582,0,0,1,st. louis post-dispatch,1992,3,27,19920327,1,0,0
gun_control1.0-1585,0,0,1,washington post,1992,3,24,19920324,0,0,1
gun_control1.0-1587,0,0,1,atlanta journal and constitution,1992,3,23,19920323,0,0,1
gun_control1.0-1588,0,0,1,washington post,1992,3,23,19920323,0,0,1
gun_control1.0-1589,0,0,1,st. louis post-dispatch,1992,3,21,19920321,0,0,1
gun_control1.0-1592,0,0,1,new york times,1992,3,20,19920320,0,1,0
gun_control1.0-1596,0,0,1,washington post,1992,3,14,19920314,0,0,1
gun_control1.0-1611,0,0,1,new york times,1992,3,5,19920305,0,0,1
gun_control1.0-1620,0,0,1,atlanta journal and constitution,1992,2,26,19920226,0,0,1
gun_control1.0-1623,0,1,0,washington post,1992,2,20,19920220,1,0,0
gun_control1.0-1624,0,0,1,atlanta journal and constitution,1992,2,19,19920219,0,0,1
gun_control1.0-1629,0,0,1,st. petersburg times,1992,2,11,19920211,0,0,1
gun_control1.0-163,0,0,1,new york times,1987,2,11,19870211,0,0,1
gun_control1.0-1630,0,0,1,washington post,1992,2,11,19920211,1,0,0
gun_control1.0-1632,0,0,1,usa today,1992,2,10,19920210,0,1,0
gun_control1.0-1634,0,0,1,washington post,1992,2,4,19920204,1,0,0
gun_control1.0-1635,0,0,1,new york times,1992,2,1,19920201,0,0,1
gun_control1.0-1636,0,0,1,atlanta journal and constitution,1992,1,31,19920131,1,0,0
gun_control1.0-1637,0,0,1,atlanta journal and constitution,1992,1,31,19920131,1,0,0
gun_control1.0-1639,0,0,1,palm beach post,1992,1,29,19920129,0,0,1
gun_control1.0-1641,0,0,1,atlanta journal and constitution,1992,1,23,19920123,0,1,0
gun_control1.0-1644,0,0,1,st. petersburg times,1992,1,22,19920122,0,0,1
gun_control1.0-1650,0,0,1,atlanta journal and constitution,1992,1,16,19920116,0,0,1
gun_control1.0-1653,0,0,1,atlanta journal and constitution,1992,1,16,19920116,0,1,0
gun_control1.0-166,0,0,1,new york times,1987,1,27,19870127,0,1,0
gun_control1.0-1663,0,0,1,atlanta journal and constitution,1991,12,30,19911230,0,0,1
gun_control1.0-1664,0,1,0,washington post,1991,12,23,19911223,0,0,1
gun_control1.0-1668,0,0,1,palm beach post,1991,12,19,19911219,0,0,1
gun_control1.0-167,0,0,1,new york times,1987,1,19,19870119,0,0,1
gun_control1.0-1670,0,0,1,washington post,1991,12,18,19911218,0,0,1
gun_control1.0-1671,0,0,1,atlanta journal and constitution,1991,12,16,19911216,0,0,1
gun_control1.0-1675,0,0,1,atlanta journal and constitution,1991,12,10,19911210,1,0,0
gun_control1.0-1676,0,0,1,washington post,1991,12,10,19911210,0,0,1
gun_control1.0-1683,0,0,1,palm beach post,1991,12,5,19911205,0,0,1
gun_control1.0-1684,0,0,1,washington post,1991,12,5,19911205,0,0,1
gun_control1.0-169,0,0,1,new york times,1986,12,16,19861216,1,0,0
gun_control1.0-170,0,0,1,new york times,1986,12,7,19861207,0,0,1
gun_control1.0-1702,0,1,0,new york times,1991,11,22,19911122,1,0,0
gun_control1.0-1705,0,0,1,washington post,1991,11,22,19911122,0,1,0
gun_control1.0-1707,0,0,1,palm beach post,1991,11,20,19911120,1,0,0
gun_control1.0-1709,0,0,1,palm beach post,1991,11,19,19911119,1,0,0
gun_control1.0-1711,0,0,1,st. louis post-dispatch,1991,11,19,19911119,0,0,1
gun_control1.0-1712,0,0,1,st. louis post-dispatch,1991,11,19,19911119,0,1,0
gun_control1.0-1714,0,0,1,st. louis post-dispatch,1991,11,16,19911116,0,0,1
gun_control1.0-1715,0,1,0,washington post,1991,11,14,19911114,1,0,0
gun_control1.0-1724,0,0,1,usa today,1991,11,7,19911107,0,0,1
gun_control1.0-1725,0,0,1,washington post,1991,11,7,19911107,0,0,1
gun_control1.0-1726,0,0,1,washington post,1991,11,7,19911107,0,0,1
gun_control1.0-1732,0,0,1,palm beach post,1991,11,2,19911102,0,0,1
gun_control1.0-1737,0,0,1,washington post,1991,10,31,19911031,0,0,1
gun_control1.0-174,0,0,1,new york times,1986,10,12,19861012,1,0,0
gun_control1.0-1740,0,0,1,washington post,1991,10,25,19911025,0,0,1
gun_control1.0-1741,0,1,0,washington post,1991,10,24,19911024,0,1,0
gun_control1.0-1744,0,0,1,new york times,1991,10,22,19911022,0,0,1
gun_control1.0-1745,0,0,1,washington post,1991,10,22,19911022,0,0,1
gun_control1.0-1746,0,0,1,washington post,1991,10,22,19911022,0,0,1
gun_control1.0-1747,0,0,1,new york times,1991,10,21,19911021,0,0,1
gun_control1.0-1749,0,0,1,new york times,1991,10,20,19911020,0,0,1
gun_control1.0-1750,0,0,1,new york times,1991,10,20,19911020,0,0,1
gun_control1.0-1752,0,0,1,st. louis post-dispatch,1991,10,19,19911019,1,0,0
gun_control1.0-1755,0,0,1,new york times,1991,10,18,19911018,1,0,0
gun_control1.0-1758,0,1,0,usa today,1991,10,18,19911018,0,1,0
gun_control1.0-1762,0,0,1,usa today,1991,10,17,19911017,0,0,1
gun_control1.0-1766,0,0,1,palm beach post,1991,10,10,19911010,0,0,1
gun_control1.0-1767,0,0,1,atlanta journal and constitution,1991,10,9,19911009,0,0,1
gun_control1.0-1768,0,0,1,washington post,1991,10,9,19911009,1,0,0
gun_control1.0-177,0,1,0,new york times,1986,9,2,19860902,1,0,0
gun_control1.0-1775,0,0,1,st. louis post-dispatch,1991,9,27,19910927,0,0,1
gun_control1.0-1776,0,1,0,st. louis post-dispatch,1991,9,26,19910926,1,0,0
gun_control1.0-1777,0,0,1,st. louis post-dispatch,1991,9,26,19910926,0,0,1
gun_control1.0-1779,0,0,1,st. louis post-dispatch,1991,9,14,19910914,0,0,1
gun_control1.0-178,0,0,1,new york times,1986,8,25,19860825,1,0,0
gun_control1.0-1780,0,1,0,washington post,1991,9,11,19910911,0,0,1
gun_control1.0-1786,0,0,1,palm beach post,1991,8,22,19910822,0,0,1
gun_control1.0-1791,0,0,1,new york times,1991,8,17,19910817,0,0,1
gun_control1.0-1793,0,0,1,washington post,1991,8,16,19910816,0,0,1
gun_control1.0-1797,0,0,1,washington post,1991,8,13,19910813,0,0,1
gun_control1.0-1800,0,0,1,washington post,1991,8,11,19910811,0,1,0
gun_control1.0-1803,0,0,1,st. louis post-dispatch,1991,8,4,19910804,0,1,0
gun_control1.0-1804,0,0,1,new york times,1991,7,31,19910731,0,0,1
gun_control1.0-1809,0,0,1,washington post,1991,7,25,19910725,1,0,0
gun_control1.0-181,0,1,0,new york times,1986,6,19,19860619,1,0,0
gun_control1.0-1813,0,0,1,new york times,1991,7,13,19910713,0,0,1
gun_control1.0-1814,0,0,1,atlanta journal and constitution,1991,7,12,19910712,0,0,1
gun_control1.0-1816,0,0,1,new york times,1991,7,12,19910712,0,0,1
gun_control1.0-1818,0,1,0,palm beach post,1991,7,12,19910712,1,0,0
gun_control1.0-182,0,0,1,new york times,1986,6,8,19860608,0,0,1
gun_control1.0-1826,0,0,1,atlanta journal and constitution,1991,7,10,19910710,0,0,1
gun_control1.0-1830,0,0,1,new york times,1991,7,10,19910710,0,0,1
gun_control1.0-1835,0,0,1,palm beach post,1991,7,5,19910705,0,0,1
gun_control1.0-1840,0,0,1,new york times,1993,10,30,19931030,0,0,1
gun_control1.0-1842,0,0,1,palm beach post,1993,10,29,19931029,0,0,1
gun_control1.0-1844,0,1,0,new york times,1993,10,28,19931028,0,0,1
gun_control1.0-1847,0,0,1,atlanta journal and constitution,1993,10,27,19931027,0,0,1
gun_control1.0-1848,0,0,1,new york times,1993,10,27,19931027,0,0,1
gun_control1.0-185,0,0,1,new york times,1986,5,7,19860507,1,0,0
gun_control1.0-1850,0,0,1,usa today,1993,10,26,19931026,0,0,1
gun_control1.0-1853,0,0,1,atlanta journal and constitution,1993,10,24,19931024,0,0,1
gun_control1.0-1857,0,0,1,atlanta journal and constitution,1993,10,21,19931021,1,0,0
gun_control1.0-1867,0,0,1,atlanta journal and constitution,1993,10,19,19931019,1,0,0
gun_control1.0-187,0,0,1,new york times,1986,4,19,19860419,1,0,0
gun_control1.0-1871,0,0,1,palm beach post,1993,10,18,19931018,1,0,0
gun_control1.0-1872,0,0,1,palm beach post,1993,10,18,19931018,0,0,1
gun_control1.0-1875,0,1,0,washington post,1993,10,18,19931018,1,0,0
gun_control1.0-1878,0,0,1,atlanta journal and constitution,1993,10,14,19931014,1,0,0
gun_control1.0-1879,0,1,0,new york times,1993,10,14,19931014,0,0,1
gun_control1.0-1885,0,1,0,st. louis post-dispatch,1993,10,11,19931011,0,0,1
gun_control1.0-1886,0,0,1,usa today,1993,10,11,19931011,0,0,1
gun_control1.0-1887,0,0,1,usa today,1993,10,11,19931011,1,0,0
gun_control1.0-1888,0,0,1,new york times,1993,10,10,19931010,0,1,0
gun_control1.0-1890,0,0,1,st. petersburg times,1993,10,10,19931010,0,0,1
gun_control1.0-1893,0,0,1,st. petersburg times,1993,10,9,19931009,0,0,1
gun_control1.0-1894,0,1,0,palm beach post,1993,10,8,19931008,1,0,0
gun_control1.0-1897,0,0,1,st. louis post-dispatch,1993,10,8,19931008,0,0,1
gun_control1.0-1898,0,0,1,atlanta journal and constitution,1993,10,7,19931007,0,0,1
gun_control1.0-1902,0,0,1,st. petersburg times,1993,10,7,19931007,0,0,1
gun_control1.0-1905,0,0,1,atlanta journal and constitution,1993,10,3,19931003,1,0,0
gun_control1.0-1908,0,0,1,st. petersburg times,1993,10,3,19931003,0,0,1
gun_control1.0-1909,0,0,1,palm beach post,1993,10,2,19931002,0,0,1
gun_control1.0-191,0,0,1,new york times,1986,4,12,19860412,0,0,1
gun_control1.0-1910,0,0,1,st. petersburg times,1993,10,2,19931002,0,0,1
gun_control1.0-1911,0,0,1,st. petersburg times,1993,10,2,19931002,0,0,1
gun_control1.0-1914,0,0,1,atlanta journal and constitution,1993,10,1,19931001,0,0,1
gun_control1.0-1915,0,0,1,new york times,1993,10,1,19931001,0,0,1
gun_control1.0-1917,0,1,0,st. louis post-dispatch,1993,10,1,19931001,0,0,1
gun_control1.0-1918,0,0,1,usa today,1993,10,1,19931001,0,0,1
gun_control1.0-1923,0,0,1,st. petersburg times,1993,9,30,19930930,1,0,0
gun_control1.0-1924,0,0,1,st. petersburg times,1993,9,30,19930930,0,0,1
gun_control1.0-1932,0,0,1,st. louis post-dispatch,1993,9,25,19930925,0,0,1
gun_control1.0-1935,0,0,1,atlanta journal and constitution,1993,9,21,19930921,0,0,1
gun_control1.0-1945,0,0,1,usa today,1993,9,16,19930916,0,0,1
gun_control1.0-195,0,0,1,new york times,1986,4,9,19860409,1,0,0
gun_control1.0-1953,0,0,1,st. louis post-dispatch,1993,9,11,19930911,0,0,1
gun_control1.0-1956,0,0,1,atlanta journal and constitution,1993,9,6,19930906,0,0,1
gun_control1.0-1957,0,0,1,new york times,1993,9,5,19930905,0,0,1
gun_control1.0-1962,0,0,1,st. louis post-dispatch,1993,8,31,19930831,0,0,1
gun_control1.0-1963,0,0,1,atlanta journal and constitution,1993,8,30,19930830,0,0,1
gun_control1.0-1964,0,0,1,st. louis post-dispatch,1993,8,30,19930830,1,0,0
gun_control1.0-1966,0,0,1,st. louis post-dispatch,1993,8,23,19930823,1,0,0
gun_control1.0-1968,0,0,1,palm beach post,1993,8,21,19930821,1,0,0
gun_control1.0-1975,0,0,1,palm beach post,1993,8,16,19930816,0,0,1
gun_control1.0-1976,0,0,1,st. louis post-dispatch,1993,8,16,19930816,0,0,1
gun_control1.0-1978,0,0,1,st. louis post-dispatch,1993,8,13,19930813,0,0,1
gun_control1.0-1979,0,0,1,atlanta journal and constitution,1993,8,12,19930812,0,0,1
gun_control1.0-1981,0,0,1,new york times,1993,8,12,19930812,0,0,1
gun_control1.0-1983,0,0,1,st. louis post-dispatch,1993,8,12,19930812,0,0,1
gun_control1.0-1987,0,0,1,st. petersburg times,1993,8,9,19930809,1,0,0
gun_control1.0-199,0,0,1,new york times,1986,4,4,19860404,0,0,1
gun_control1.0-1991,0,0,1,st. petersburg times,1993,8,2,19930802,0,0,1
gun_control1.0-1994,0,0,1,usa today,1993,7,22,19930722,0,0,1
gun_control1.0-1995,0,0,1,usa today,1993,7,22,19930722,1,0,0
gun_control1.0-1997,0,0,1,palm beach post,1993,7,19,19930719,1,0,0
gun_control1.0-1998,0,0,1,palm beach post,1993,7,19,19930719,0,0,1
gun_control1.0-200,0,0,1,new york times,1986,3,28,19860328,0,0,1
gun_control1.0-2001,0,0,1,st. petersburg times,1993,7,17,19930717,0,0,1
gun_control1.0-2002,0,1,0,palm beach post,1993,7,15,19930715,1,0,0
gun_control1.0-2007,0,0,1,new york times,1993,7,11,19930711,0,0,1
gun_control1.0-2009,0,0,1,new york times,1993,7,8,19930708,0,0,1
gun_control1.0-201,0,0,1,new york times,1986,3,21,19860321,1,0,0
gun_control1.0-2010,0,1,0,st. petersburg times,1993,7,8,19930708,0,0,1
gun_control1.0-2011,0,0,1,palm beach post,1993,7,7,19930707,0,0,1
gun_control1.0-2013,0,0,1,new york times,1993,7,4,19930704,0,0,1
gun_control1.0-2014,0,0,1,st. petersburg times,1993,7,3,19930703,0,0,1
gun_control1.0-2017,0,0,1,st. petersburg times,1993,7,1,19930701,0,0,1
gun_control1.0-2020,0,0,1,st. petersburg times,1993,6,29,19930629,0,0,1
gun_control1.0-2021,0,0,1,st. petersburg times,1993,6,28,19930628,0,0,1
gun_control1.0-2024,0,0,1,st. petersburg times,1993,6,22,19930622,1,0,0
gun_control1.0-2027,0,0,1,washington post,1993,6,16,19930616,0,0,1
gun_control1.0-2028,0,0,1,new york times,1993,6,13,19930613,0,0,1
gun_control1.0-203,0,0,1,new york times,1986,3,20,19860320,0,0,1
gun_control1.0-2036,0,0,1,atlanta journal and constitution,1993,6,4,19930604,0,0,1
gun_control1.0-2043,0,0,1,palm beach post,1993,5,29,19930529,0,0,1
gun_control1.0-2046,0,0,1,new york times,1993,5,26,19930526,1,0,0
gun_control1.0-2050,0,0,1,new york times,1993,5,25,19930525,0,0,1
gun_control1.0-2055,0,0,1,new york times,1993,5,23,19930523,1,0,0
gun_control1.0-2056,0,1,0,atlanta journal and constitution,1993,5,22,19930522,0,0,1
gun_control1.0-2057,0,0,1,st. louis post-dispatch,1993,5,20,19930520,1,0,0
gun_control1.0-2058,0,0,1,new york times,1993,5,18,19930518,0,0,1
gun_control1.0-2059,0,0,1,new york times,1993,5,16,19930516,0,0,1
gun_control1.0-206,0,0,1,new york times,1986,3,7,19860307,0,0,1
gun_control1.0-2061,0,0,1,st. louis post-dispatch,1993,5,14,19930514,0,0,1
gun_control1.0-2062,0,0,1,usa today,1993,5,11,19930511,1,0,0
gun_control1.0-2063,0,0,1,palm beach post,1993,5,9,19930509,1,0,0
gun_control1.0-2065,0,0,1,atlanta journal and constitution,1993,5,4,19930504,0,0,1
gun_control1.0-2066,0,0,1,atlanta journal and constitution,1993,5,2,19930502,0,0,1
gun_control1.0-2068,0,0,1,new york times,1993,4,26,19930426,0,0,1
gun_control1.0-2069,0,0,1,new york times,1993,4,25,19930425,1,0,0
gun_control1.0-207,0,0,1,new york times,1986,2,2,19860202,0,0,1
gun_control1.0-2070,0,1,0,st. petersburg times,1993,4,23,19930423,1,0,0
gun_control1.0-2073,0,0,1,st. louis post-dispatch,1993,4,19,19930419,0,0,1
gun_control1.0-2074,0,0,1,atlanta journal and constitution,1993,4,17,19930417,0,0,1
gun_control1.0-2076,0,0,1,st. louis post-dispatch,1993,4,16,19930416,1,0,0
gun_control1.0-2083,0,0,1,st. petersburg times,1993,4,5,19930405,1,0,0
gun_control1.0-2084,0,0,1,atlanta journal and constitution,1993,4,4,19930404,0,0,1
gun_control1.0-2086,0,0,1,new york times,1993,4,3,19930403,0,0,1
gun_control1.0-2087,0,0,1,atlanta journal and constitution,1993,4,2,19930402,1,0,0
gun_control1.0-209,0,0,1,new york times,1986,1,9,19860109,0,0,1
gun_control1.0-2091,0,0,1,new york times,1993,3,28,19930328,0,0,1
gun_control1.0-2092,0,0,1,palm beach post,1993,3,28,19930328,0,0,1
gun_control1.0-2097,0,0,1,st. petersburg times,1993,3,21,19930321,0,0,1
gun_control1.0-2098,0,0,1,washington post,1993,3,18,19930318,0,0,1
gun_control1.0-210,0,0,1,new york times,1985,12,27,19851227,0,0,1
gun_control1.0-2100,0,0,1,usa today,1993,3,17,19930317,0,0,1
gun_control1.0-2101,0,0,1,new york times,1993,3,16,19930316,0,0,1
gun_control1.0-2103,0,0,1,st. petersburg times,1993,3,16,19930316,0,0,1
gun_control1.0-2104,0,0,1,usa today,1993,3,16,19930316,0,0,1
gun_control1.0-2105,0,0,1,usa today,1993,3,16,19930316,1,0,0
gun_control1.0-2106,0,0,1,new york times,1993,3,15,19930315,0,0,1
gun_control1.0-2109,0,1,0,atlanta journal and constitution,1993,3,13,19930313,0,0,1
gun_control1.0-211,0,0,1,new york times,1985,12,12,19851212,0,0,1
gun_control1.0-2110,0,0,1,new york times,1993,3,12,19930312,0,0,1
gun_control1.0-2116,0,0,1,usa today,1993,3,8,19930308,1,0,0
gun_control1.0-2117,0,0,1,atlanta journal and constitution,1993,3,7,19930307,0,0,1
gun_control1.0-212,0,0,1,new york times,1985,11,24,19851124,0,0,1
gun_control1.0-2120,0,0,1,washington post,1993,3,4,19930304,0,0,1
gun_control1.0-2122,0,1,0,atlanta journal and constitution,1993,3,3,19930303,0,0,1
gun_control1.0-2123,0,0,1,new york times,1993,3,3,19930303,0,1,0
gun_control1.0-2129,0,1,0,new york times,1993,3,1,19930301,1,0,0
gun_control1.0-2133,0,1,0,atlanta journal and constitution,1993,2,26,19930226,0,0,1
gun_control1.0-2139,0,0,1,usa today,1993,2,22,19930222,0,0,1
gun_control1.0-214,0,0,1,new york times,1985,10,27,19851027,0,0,1
gun_control1.0-2143,0,0,1,palm beach post,1993,2,14,19930214,0,0,1
gun_control1.0-2148,0,0,1,atlanta journal and constitution,1993,2,10,19930210,0,0,1
gun_control1.0-2149,0,0,1,new york times,1993,2,9,19930209,0,0,1
gun_control1.0-2150,0,0,1,palm beach post,1993,2,9,19930209,0,1,0
gun_control1.0-2152,0,0,1,usa today,1993,2,9,19930209,0,0,1
gun_control1.0-2153,0,0,1,washington post,1993,2,9,19930209,0,0,1
gun_control1.0-2156,0,0,1,st. louis post-dispatch,1993,2,7,19930207,0,1,0
gun_control1.0-2163,0,0,1,usa today,1993,1,29,19930129,1,0,0
gun_control1.0-2164,0,0,1,washington post,1993,1,28,19930128,0,0,1
gun_control1.0-2168,0,0,1,usa today,1993,1,26,19930126,0,0,1
gun_control1.0-217,0,0,1,new york times,1985,10,4,19851004,0,0,1
gun_control1.0-2170,0,0,1,new york times,1993,1,20,19930120,0,0,1
gun_control1.0-2171,0,0,1,washington post,1993,1,18,19930118,0,0,1
gun_control1.0-2179,0,0,1,palm beach post,1993,1,13,19930113,1,0,0
gun_control1.0-2185,0,0,1,st. louis post-dispatch,1993,1,4,19930104,1,0,0
gun_control1.0-2186,0,0,1,new york times,1993,1,2,19930102,0,0,1
gun_control1.0-2188,0,0,1,st. louis post-dispatch,1992,12,28,19921228,0,0,1
gun_control1.0-2189,0,0,1,new york times,1992,12,23,19921223,0,0,1
