,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,assignment,weight,directness,Explicit,Implicit
Immigration1.0-11979,0,0,1,palm beach post,2002,7,31,20020731,corey_64.0_rt,0.5,0,1,0
Immigration1.0-11979,0,0,1,palm beach post,2002,7,31,20020731,spencer_64.0_rt,0.5,0,1,0
Immigration1.0-35812,0,0,1,new york times,1984,7,1,19840701,corey_64.0_rt,0.5,1,0,1
Immigration1.0-35812,0,0,1,new york times,1984,7,1,19840701,spencer_64.0_rt,0.5,1,0,1
Immigration1.0-37270,0,0,1,palm beach post,1988,11,27,19881127,hannah_65.0_rt,0.5,1,0,1
Immigration1.0-37270,0,0,1,palm beach post,1988,11,27,19881127,alex_65.0_rt,0.5,1,0,1
Immigration1.0-3868,0,0,1,daily news,1997,9,25,19970925,gareth_60.0_rt,0.5,1,0,1
Immigration1.0-3868,0,0,1,daily news,1997,9,25,19970925,allie_60.0_rt,0.5,1,0,1
Immigration1.0-32681,0,0,1,new york times,2012,5,31,20120531,allie_64.0_rt,0.5,1,0,1
Immigration1.0-32681,0,0,1,new york times,2012,5,31,20120531,laurie_64.0_rt,0.5,1,0,1
Immigration1.0-12057,0,0,1,st. louis post-dispatch,2002,7,17,20020717,emily_56.2_rt,0.5,1,0,1
Immigration1.0-12057,0,0,1,st. louis post-dispatch,2002,7,17,20020717,spencer_56.0_rt,0.5,1,0,1
Immigration1.0-9376,0,0,1,new york times,2001,2,15,20010215,alex_55.0_r,0.5,0,1,0
Immigration1.0-9376,0,0,1,new york times,2001,2,15,20010215,allie_55.0_r,0.5,0,1,0
Immigration1.0-9379,0,1,0,san jose mercury news,2001,2,14,20010214,allie_62.0_rt,0.5,1,0,1
Immigration1.0-9379,0,1,0,san jose mercury news,2001,2,14,20010214,emily_62.0_rt,0.5,1,0,1
Immigration1.0-30265,0,0,1,palm beach post,2010,9,22,20100922,kristine_60.0_rt,0.5,1,0,1
Immigration1.0-30265,0,0,1,palm beach post,2010,9,22,20100922,corey_60.0_rt,0.5,1,0,1
Immigration1.0-30266,0,1,0,usa today,2010,9,22,20100922,laurie_57.0_rt,0.5,0,1,0
Immigration1.0-30266,0,1,0,usa today,2010,9,22,20100922,kristine_57.0_rt,0.5,0,1,0
Immigration1.0-30262,0,0,1,daily news,2010,9,22,20100922,hannah_65.0_rt,0.5,1,0,1
Immigration1.0-30262,0,0,1,daily news,2010,9,22,20100922,alex_65.0_rt,0.5,1,0,1
Immigration1.0-33084,0,0,1,daily news,2012,7,29,20120729,sam_62.0_rt,0.5,0,1,0
Immigration1.0-33084,0,0,1,daily news,2012,7,29,20120729,alex_62.0_rt,0.5,0,1,0
Immigration1.0-24571,0,0,1,saint paul pioneer press,2007,7,30,20070730,hannah_65.0_rt,0.5,1,0,1
Immigration1.0-24571,0,0,1,saint paul pioneer press,2007,7,30,20070730,alex_65.0_rt,0.5,1,0,1
Immigration1.0-21052,0,0,1,new york times,2006,6,11,20060611,dana_62.0_rt,0.5,1,0,1
Immigration1.0-21052,0,0,1,new york times,2006,6,11,20060611,gareth_62.0_rt,0.5,1,0,1
Immigration1.0-27903,0,0,1,san jose mercury news,2009,6,5,20090605,sam_59.0_rt,0.5,1,0,1
Immigration1.0-27903,0,0,1,san jose mercury news,2009,6,5,20090605,emily_59.0_rt,0.5,1,0,1
Immigration1.0-5133,0,0,1,st. petersburg times,1998,8,28,19980828,gareth_60.0_rt,0.5,1,0,1
Immigration1.0-5133,0,0,1,st. petersburg times,1998,8,28,19980828,allie_60.0_rt,0.5,1,0,1
Immigration1.0-30197,0,1,0,new york times,2010,10,10,20101010,corey_61.0_rt,1,1,0,1
Immigration1.0-1101,0,1,0,st. louis post-dispatch,1995,10,15,19951015,corey_65.0_rt,0.5,1,0,1
Immigration1.0-1101,0,1,0,st. louis post-dispatch,1995,10,15,19951015,hannah_65.2_rt,0.5,1,0,1
Immigration1.0-29191,0,0,1,daily news,2010,6,4,20100604,laurie_59.0_rt,0.5,1,0,1
Immigration1.0-29191,0,0,1,daily news,2010,6,4,20100604,gareth_59.0_rt,0.5,1,0,1
Immigration1.0-29193,0,0,1,philadelphia inquirer,2010,6,4,20100604,corey_56.0_rt,0.5,1,0,1
Immigration1.0-29193,0,0,1,philadelphia inquirer,2010,6,4,20100604,emily_56.0_rt,0.5,1,0,1
Immigration1.0-1108,0,0,1,new york times,1995,10,13,19951013,dana_57.0_rt,0.5,1,0,1
Immigration1.0-1108,0,0,1,new york times,1995,10,13,19951013,corey_57.0_rt,0.5,1,0,1
Immigration1.0-33556,0,0,1,new york times,2012,6,8,20120608,corey_54.0_r,0.5,1,0,1
Immigration1.0-33556,0,0,1,new york times,2012,6,8,20120608,laurie_54.0_r,0.5,1,0,1
Immigration1.0-38232,0,0,1,new york times,1992,5,26,19920526,kristine_56.0_rt,0.5,1,0,1
Immigration1.0-38232,0,0,1,new york times,1992,5,26,19920526,jeremy_56.0_rt,0.5,1,0,1
Immigration1.0-38230,0,0,1,usa today,1992,5,27,19920527,alex_57.0_rt,0.5,1,0,1
Immigration1.0-38230,0,0,1,usa today,1992,5,27,19920527,gareth_57.0_rt,0.5,1,0,1
Immigration1.0-38238,0,0,1,palm beach post,1992,5,25,19920525,sam_62.0_rt,0.5,1,0,1
Immigration1.0-38238,0,0,1,palm beach post,1992,5,25,19920525,alex_62.0_rt,0.5,1,0,1
Immigration1.0-8429,0,0,1,new york times,2000,7,1,20000701,dana_62.0_rt,0.25,1,0,1
Immigration1.0-8429,0,0,1,new york times,2000,7,1,20000701,kristine_65.0_rt,0.25,1,0,1
Immigration1.0-8429,0,0,1,new york times,2000,7,1,20000701,gareth_62.0_rt,0.25,1,0,1
Immigration1.0-8429,0,0,1,new york times,2000,7,1,20000701,allie_65.0_rt,0.25,1,0,1
Immigration1.0-10202,0,0,1,new york times,2001,7,19,20010719,kristine_61.0_rt,1,1,0,1
Immigration1.0-10206,0,0,1,st. louis post-dispatch,2001,7,19,20010719,allie_62.0_rt,0.5,1,0,1
Immigration1.0-10206,0,0,1,st. louis post-dispatch,2001,7,19,20010719,emily_62.0_rt,0.5,1,0,1
Immigration1.0-8423,0,0,1,denver post,2000,7,2,20000702,corey_59.0_rt,0.5,0,1,0
Immigration1.0-8423,0,0,1,denver post,2000,7,2,20000702,dana_59.0_rt,0.5,0,1,0
Immigration1.0-21428,0,0,1,saint paul pioneer press,2006,8,10,20060810,corey_54.0_r,0.5,1,0,1
Immigration1.0-21428,0,0,1,saint paul pioneer press,2006,8,10,20060810,laurie_54.0_r,0.5,1,0,1
Immigration1.0-17460,0,0,1,daily news,2005,5,8,20050508,kristine_61.0_rt,1,1,0,1
Immigration1.0-17463,0,0,1,palm beach post,2005,5,7,20050507,alex_59.0_rt,0.5,1,0,1
Immigration1.0-17463,0,0,1,palm beach post,2005,5,7,20050507,allie_59.0_rt,0.5,1,0,1
Immigration1.0-17469,0,0,1,saint paul pioneer press,2005,5,6,20050506,laurie_59.0_rt,0.5,1,0,1
Immigration1.0-17469,0,0,1,saint paul pioneer press,2005,5,6,20050506,gareth_59.0_rt,0.5,1,0,1
Immigration1.0-29440,0,1,0,saint paul pioneer press,2010,5,4,20100504,spencer_60.2_rt,0.5,1,0,1
Immigration1.0-29440,0,1,0,saint paul pioneer press,2010,5,4,20100504,alex_60.0_rt,0.5,1,0,1
Immigration1.0-13011,0,0,1,daily news,2002,12,1,20021201,alex_57.0_rt,0.5,1,0,1
Immigration1.0-13011,0,0,1,daily news,2002,12,1,20021201,gareth_57.0_rt,0.5,1,0,1
Immigration1.0-14040,0,0,1,new york times,2003,5,7,20030507,spencer_60.2_rt,0.5,1,0,1
Immigration1.0-14040,0,0,1,new york times,2003,5,7,20030507,alex_60.0_rt,0.5,1,0,1
Immigration1.0-39013,0,0,1,washington post,1992,7,18,19920718,dana_62.0_rt,0.25,1,0,1
Immigration1.0-39013,0,0,1,washington post,1992,7,18,19920718,kristine_65.0_rt,0.25,1,0,1
Immigration1.0-39013,0,0,1,washington post,1992,7,18,19920718,gareth_62.0_rt,0.25,1,0,1
Immigration1.0-39013,0,0,1,washington post,1992,7,18,19920718,allie_65.0_rt,0.25,1,0,1
Immigration1.0-39544,0,0,1,palm beach post,1993,7,4,19930704,dana_61.0_rt,0.5,1,0,1
Immigration1.0-39544,0,0,1,palm beach post,1993,7,4,19930704,spencer_61.0_rt,0.5,1,0,1
Immigration1.0-35253,0,0,1,new york times,1982,3,6,19820306,alex_55.0_r,0.5,1,0,1
Immigration1.0-35253,0,0,1,new york times,1982,3,6,19820306,allie_55.0_r,0.5,1,0,1
Immigration1.0-19179,0,1,0,new york times,2006,3,29,20060329,alex_55.0_r,0.5,1,0,1
Immigration1.0-19179,0,1,0,new york times,2006,3,29,20060329,allie_55.0_r,0.5,1,0,1
Immigration1.0-19176,0,0,1,new york times,2006,3,29,20060329,spencer_62.0_rt,0.5,0,1,0
Immigration1.0-19176,0,0,1,new york times,2006,3,29,20060329,corey_62.0_rt,0.5,0,1,0
Immigration1.0-23371,0,0,1,st. louis post-dispatch,2007,2,23,20070223,sam_59.0_rt,0.5,1,0,1
Immigration1.0-23371,0,0,1,st. louis post-dispatch,2007,2,23,20070223,emily_59.0_rt,0.5,1,0,1
Immigration1.0-15312,0,0,1,palm beach post,2004,1,11,20040111,allie_54.0_r,0.5,0,1,0
Immigration1.0-15312,0,0,1,palm beach post,2004,1,11,20040111,hannah_54.0_r,0.5,0,1,0
Immigration1.0-675,0,0,1,atlanta journal and constitution,1995,6,7,19950607,laurie_57.0_rt,0.5,1,0,1
Immigration1.0-675,0,0,1,atlanta journal and constitution,1995,6,7,19950607,kristine_57.0_rt,0.5,1,0,1
Immigration1.0-673,0,0,1,atlanta journal and constitution,1995,6,7,19950607,kristine_61.0_rt,1,1,0,1
Immigration1.0-670,0,0,1,san jose mercury news,1995,6,8,19950608,alex_59.0_rt,0.5,1,0,1
Immigration1.0-670,0,0,1,san jose mercury news,1995,6,8,19950608,allie_59.0_rt,0.5,1,0,1
Immigration1.0-30850,0,0,1,washington post,2010,12,1,20101201,sam_61.0_rt,0.5,1,0,1
Immigration1.0-30850,0,0,1,washington post,2010,12,1,20101201,corey_61.0_rt,0.5,1,0,1
Immigration1.0-35645,0,0,1,new york times,1985,4,6,19850406,gareth_58.0_rt,0.5,1,0,1
Immigration1.0-35645,0,0,1,new york times,1985,4,6,19850406,allie_58.2_rt,0.5,1,0,1
Immigration1.0-35646,0,0,1,new york times,1985,4,5,19850405,nick_58.2_rt,0.5,1,0,1
Immigration1.0-35646,0,0,1,new york times,1985,4,5,19850405,emily_58.0_rt,0.5,1,0,1
Immigration1.0-12831,0,0,1,new york times,2002,8,6,20020806,alex_59.0_rt,0.5,1,0,1
Immigration1.0-12831,0,0,1,new york times,2002,8,6,20020806,allie_59.0_rt,0.5,1,0,1
Immigration1.0-12832,0,0,1,philadelphia inquirer,2002,8,6,20020806,emily_60.0_rt,0.5,1,0,1
Immigration1.0-12832,0,0,1,philadelphia inquirer,2002,8,6,20020806,nick_60.0_rt,0.5,1,0,1
Immigration1.0-7393,0,0,1,new york times,2000,2,24,20000224,allie_64.0_rt,0.5,0,1,0
Immigration1.0-7393,0,0,1,new york times,2000,2,24,20000224,laurie_64.0_rt,0.5,0,1,0
Immigration1.0-40194,0,0,1,washington post,1994,3,4,19940304,sam_58.0_rt,0.5,1,0,1
Immigration1.0-40194,0,0,1,washington post,1994,3,4,19940304,jeremy_58.0_rt,0.5,1,0,1
Immigration1.0-22353,0,0,1,palm beach post,2006,11,10,20061110,allie_60.2_rt,0.5,1,0,1
Immigration1.0-22353,0,0,1,palm beach post,2006,11,10,20061110,corey_60.2_rt,0.5,1,0,1
Immigration1.0-9901,0,0,1,herald-sun,2001,5,1,20010501,sam_58.0_rt,0.5,1,0,1
Immigration1.0-9901,0,0,1,herald-sun,2001,5,1,20010501,jeremy_58.0_rt,0.5,1,0,1
Immigration1.0-20486,0,1,0,st. petersburg times,2006,4,15,20060415,laurie_57.0_rt,0.5,1,0,1
Immigration1.0-20486,0,1,0,st. petersburg times,2006,4,15,20060415,kristine_57.0_rt,0.5,1,0,1
Immigration1.0-20481,0,0,1,st. louis post-dispatch,2006,4,15,20060415,alex_54.0_r,0.5,1,0,1
Immigration1.0-20481,0,0,1,st. louis post-dispatch,2006,4,15,20060415,emily_54.0_r,0.5,1,0,1
Immigration1.0-40223,0,0,1,denver post,1994,2,20,19940220,laurie_55.0_r,0.5,1,0,1
Immigration1.0-40223,0,0,1,denver post,1994,2,20,19940220,emily_55.2_r,0.5,1,0,1
Immigration1.0-6219,0,0,1,st. louis post-dispatch,1999,2,18,19990218,allie_64.0_rt,0.5,1,0,1
Immigration1.0-6219,0,0,1,st. louis post-dispatch,1999,2,18,19990218,laurie_64.0_rt,0.5,1,0,1
Immigration1.0-23596,0,1,0,atlanta journal and constitution,2007,5,19,20070519,gareth_58.0_rt,0.5,1,0,1
Immigration1.0-23596,0,1,0,atlanta journal and constitution,2007,5,19,20070519,allie_58.2_rt,0.5,1,0,1
Immigration1.0-38833,0,0,1,washington post,1992,11,14,19921114,dana_60.0_rt,0.5,1,0,1
Immigration1.0-38833,0,0,1,washington post,1992,11,14,19921114,sam_60.0_rt,0.5,1,0,1
Immigration1.0-38835,0,0,1,usa today,1992,11,13,19921113,jeremy_57.0_rt,0.5,1,0,1
Immigration1.0-38835,0,0,1,usa today,1992,11,13,19921113,kristine_58.0_rt,0.5,1,0,1
Immigration1.0-21998,0,0,1,new york times,2006,9,9,20060909,kristine_61.0_rt,1,1,0,1
Immigration1.0-24740,0,0,1,denver post,2007,7,6,20070706,corey_65.0_rt,0.5,1,0,1
Immigration1.0-24740,0,0,1,denver post,2007,7,6,20070706,hannah_65.2_rt,0.5,1,0,1
Immigration1.0-10786,0,0,1,washington post,2001,12,21,20011221,corey_59.0_rt,0.5,1,0,1
Immigration1.0-10786,0,0,1,washington post,2001,12,21,20011221,dana_59.0_rt,0.5,1,0,1
Immigration1.0-10782,0,0,1,atlanta journal and constitution,2001,12,21,20011221,nick_62.0_rt,0.5,1,0,1
Immigration1.0-10782,0,0,1,atlanta journal and constitution,2001,12,21,20011221,kristine_62.0_rt,0.5,1,0,1
Immigration1.0-32507,0,0,1,new york times,2011,12,21,20111221,gareth_56.0_rt,0.5,1,0,1
Immigration1.0-32507,0,0,1,new york times,2011,12,21,20111221,corey_56.2_rt,0.5,1,0,1
Immigration1.0-27131,0,0,1,new york times,2008,6,26,20080626,hannah_65.0_rt,0.5,1,0,1
Immigration1.0-27131,0,0,1,new york times,2008,6,26,20080626,alex_65.0_rt,0.5,1,0,1
Immigration1.0-26525,0,0,1,washington post,2008,4,20,20080420,emily_60.0_rt,0.5,1,0,1
Immigration1.0-26525,0,0,1,washington post,2008,4,20,20080420,nick_60.0_rt,0.5,1,0,1
Immigration1.0-26527,0,0,1,washington post,2008,4,19,20080419,corey_58.0_rt,0.5,1,0,1
Immigration1.0-26527,0,0,1,washington post,2008,4,19,20080419,spencer_58.2_rt,0.5,1,0,1
Immigration1.0-36848,0,0,1,palm beach post,1989,10,14,19891014,alex_58.0_rt,0.5,1,0,1
Immigration1.0-36848,0,0,1,palm beach post,1989,10,14,19891014,dana_58.0_rt,0.5,1,0,1
Immigration1.0-26521,0,0,1,daily news,2008,4,20,20080420,allie_64.0_rt,0.5,1,0,1
Immigration1.0-26521,0,0,1,daily news,2008,4,20,20080420,laurie_64.0_rt,0.5,1,0,1
Immigration1.0-26420,0,0,1,new york times,2008,5,9,20080509,allie_58.0_rt,0.5,0,1,0
Immigration1.0-26420,0,0,1,new york times,2008,5,9,20080509,spencer_58.0_rt,0.5,0,1,0
Immigration1.0-26422,0,0,1,usa today,2008,5,9,20080509,corey_65.0_rt,0.5,0,1,0
Immigration1.0-26422,0,0,1,usa today,2008,5,9,20080509,hannah_65.2_rt,0.5,0,1,0
Immigration1.0-14866,0,0,1,san jose mercury news,2003,11,16,20031116,emily_56.2_rt,0.5,0,1,0
Immigration1.0-14866,0,0,1,san jose mercury news,2003,11,16,20031116,spencer_56.0_rt,0.5,0,1,0
Immigration1.0-33760,0,0,1,new york times,2012,10,2,20121002,corey_59.0_rt,0.5,1,0,1
Immigration1.0-33760,0,0,1,new york times,2012,10,2,20121002,dana_59.0_rt,0.5,1,0,1
Immigration1.0-21195,0,0,1,new york times,2006,5,31,20060531,laurie_57.0_rt,0.5,1,0,1
Immigration1.0-21195,0,0,1,new york times,2006,5,31,20060531,kristine_57.0_rt,0.5,1,0,1
Immigration1.0-2815,0,0,1,philadelphia inquirer,1996,10,23,19961023,laurie_55.0_r,0.5,1,0,1
Immigration1.0-2815,0,0,1,philadelphia inquirer,1996,10,23,19961023,emily_55.2_r,0.5,1,0,1
Immigration1.0-21197,0,0,1,palm beach post,2006,5,31,20060531,sam_57.0_rt,0.5,0,1,0
Immigration1.0-21197,0,0,1,palm beach post,2006,5,31,20060531,allie_57.0_rt,0.5,0,1,0
Immigration1.0-3493,0,0,1,new york times,1997,5,29,19970529,gareth_58.0_rt,0.5,0,1,0
Immigration1.0-3493,0,0,1,new york times,1997,5,29,19970529,allie_58.2_rt,0.5,0,1,0
Immigration1.0-5634,0,0,1,san jose mercury news,1998,12,16,19981216,kristine_61.0_rt,1,1,0,1
Immigration1.0-29297,0,0,1,san jose mercury news,2010,5,20,20100520,kristine_60.0_rt,0.5,1,0,1
Immigration1.0-29297,0,0,1,san jose mercury news,2010,5,20,20100520,corey_60.0_rt,0.5,1,0,1
Immigration1.0-37679,0,0,1,palm beach post,1989,12,13,19891213,corey_59.0_rt,0.5,0,1,0
Immigration1.0-37679,0,0,1,palm beach post,1989,12,13,19891213,dana_59.0_rt,0.5,0,1,0
Immigration1.0-32549,0,0,1,st. louis post-dispatch,2011,12,13,20111213,laurie_57.0_rt,0.5,1,0,1
Immigration1.0-32549,0,0,1,st. louis post-dispatch,2011,12,13,20111213,kristine_57.0_rt,0.5,1,0,1
Immigration1.0-30038,0,0,1,san jose mercury news,2010,11,23,20101123,corey_59.0_rt,0.5,1,0,1
Immigration1.0-30038,0,0,1,san jose mercury news,2010,11,23,20101123,dana_59.0_rt,0.5,1,0,1
Immigration1.0-30528,0,0,1,st. petersburg times,2011,2,14,20110214,nick_58.2_rt,0.5,1,0,1
Immigration1.0-30528,0,0,1,st. petersburg times,2011,2,14,20110214,emily_58.0_rt,0.5,1,0,1
Immigration1.0-30521,0,1,0,daily news,2011,2,15,20110215,corey_54.0_r,0.5,1,0,1
Immigration1.0-30521,0,1,0,daily news,2011,2,15,20110215,laurie_54.0_r,0.5,1,0,1
Immigration1.0-35004,0,0,1,new york times,1982,12,28,19821228,allie_60.2_rt,0.5,0,1,0
Immigration1.0-35004,0,0,1,new york times,1982,12,28,19821228,corey_60.2_rt,0.5,0,1,0
Immigration1.0-4947,0,0,1,palm beach post,1998,3,2,19980302,sam_57.0_rt,0.5,1,0,1
Immigration1.0-4947,0,0,1,palm beach post,1998,3,2,19980302,allie_57.0_rt,0.5,1,0,1
Immigration1.0-5899,0,0,1,st. petersburg times,1998,9,17,19980917,emily_56.2_rt,0.5,1,0,1
Immigration1.0-5899,0,0,1,st. petersburg times,1998,9,17,19980917,spencer_56.0_rt,0.5,1,0,1
Immigration1.0-1737,0,0,1,philadelphia inquirer,1996,6,21,19960621,sam_58.0_rt,0.5,1,0,1
Immigration1.0-1737,0,0,1,philadelphia inquirer,1996,6,21,19960621,jeremy_58.0_rt,0.5,1,0,1
Immigration1.0-29870,0,0,1,st. petersburg times,2010,7,16,20100716,nick_56.0_rt,0.5,0,1,0
Immigration1.0-29870,0,0,1,st. petersburg times,2010,7,16,20100716,allie_56.0_rt,0.5,0,1,0
Immigration1.0-29876,0,0,1,philadelphia inquirer,2010,7,15,20100715,alex_59.0_rt,0.5,1,0,1
Immigration1.0-29876,0,0,1,philadelphia inquirer,2010,7,15,20100715,allie_59.0_rt,0.5,1,0,1
Immigration1.0-7940,0,0,1,st. louis post-dispatch,2000,4,23,20000423,corey_59.0_rt,0.5,1,0,1
Immigration1.0-7940,0,0,1,st. louis post-dispatch,2000,4,23,20000423,dana_59.0_rt,0.5,1,0,1
Immigration1.0-41018,0,0,1,washington post,1994,12,20,19941220,corey_65.0_rt,0.5,1,0,1
Immigration1.0-41018,0,0,1,washington post,1994,12,20,19941220,hannah_65.2_rt,0.5,1,0,1
Immigration1.0-41014,0,1,0,usa today,1994,12,21,19941221,laurie_57.0_rt,0.5,1,0,1
Immigration1.0-41014,0,1,0,usa today,1994,12,21,19941221,kristine_57.0_rt,0.5,1,0,1
Immigration1.0-25992,0,0,1,washington post,2008,1,26,20080126,corey_54.0_r,0.5,1,0,1
Immigration1.0-25992,0,0,1,washington post,2008,1,26,20080126,laurie_54.0_r,0.5,1,0,1
Immigration1.0-25994,0,0,1,saint paul pioneer press,2008,1,25,20080125,nick_62.0_rt,0.5,0,1,0
Immigration1.0-25994,0,0,1,saint paul pioneer press,2008,1,25,20080125,kristine_62.0_rt,0.5,0,1,0
Immigration1.0-15785,0,1,0,herald-sun,2004,3,21,20040321,corey_54.0_r,0.5,1,0,1
Immigration1.0-15785,0,1,0,herald-sun,2004,3,21,20040321,laurie_54.0_r,0.5,1,0,1
Immigration1.0-11099,0,0,1,st. louis post-dispatch,2001,11,7,20011107,corey_65.0_rt,0.5,1,0,1
Immigration1.0-11099,0,0,1,st. louis post-dispatch,2001,11,7,20011107,hannah_65.2_rt,0.5,1,0,1
Immigration1.0-27736,0,0,1,st. petersburg times,2009,7,31,20090731,allie_58.0_rt,0.5,1,0,1
Immigration1.0-27736,0,0,1,st. petersburg times,2009,7,31,20090731,spencer_58.0_rt,0.5,1,0,1
Immigration1.0-36063,0,0,1,new york times,1986,9,27,19860927,dana_60.0_rt,0.5,1,0,1
Immigration1.0-36063,0,0,1,new york times,1986,9,27,19860927,sam_60.0_rt,0.5,1,0,1
Immigration1.0-36065,0,1,0,new york times,1986,9,27,19860927,kristine_61.0_rt,1,1,0,1
Immigration1.0-23294,0,0,1,denver post,2007,3,4,20070304,laurie_55.0_r,0.5,1,0,1
Immigration1.0-23294,0,0,1,denver post,2007,3,4,20070304,emily_55.2_r,0.5,1,0,1
Immigration1.0-39204,0,0,1,atlanta journal and constitution,1993,12,13,19931213,emily_56.2_rt,0.5,1,0,1
Immigration1.0-39204,0,0,1,atlanta journal and constitution,1993,12,13,19931213,spencer_56.0_rt,0.5,1,0,1
Immigration1.0-6540,0,0,1,new york times,1999,7,14,19990714,corey_59.0_rt,0.5,1,0,1
Immigration1.0-6540,0,0,1,new york times,1999,7,14,19990714,dana_59.0_rt,0.5,1,0,1
Immigration1.0-6544,0,0,1,new york times,1999,7,13,19990713,kristine_56.0_rt,0.5,1,0,1
Immigration1.0-6544,0,0,1,new york times,1999,7,13,19990713,jeremy_56.0_rt,0.5,1,0,1
Immigration1.0-14527,0,0,1,palm beach post,2003,8,7,20030807,nick_59.0_rt,0.5,1,0,1
Immigration1.0-14527,0,0,1,palm beach post,2003,8,7,20030807,spencer_59.0_rt,0.5,1,0,1
Immigration1.0-13201,0,0,1,palm beach post,2002,10,26,20021026,sam_59.0_rt,0.5,1,0,1
Immigration1.0-13201,0,0,1,palm beach post,2002,10,26,20021026,emily_59.0_rt,0.5,1,0,1
Immigration1.0-10412,0,1,0,denver post,2001,10,14,20011014,laurie_55.0_r,0.5,1,0,1
Immigration1.0-10412,0,1,0,denver post,2001,10,14,20011014,emily_55.2_r,0.5,1,0,1
Immigration1.0-10413,0,0,1,denver post,2001,10,14,20011014,gareth_61.0_rt,0.5,1,0,1
Immigration1.0-10413,0,0,1,denver post,2001,10,14,20011014,nick_61.0_rt,0.5,1,0,1
Immigration1.0-27456,0,1,0,atlanta journal and constitution,2009,1,27,20090127,sam_59.0_rt,0.5,1,0,1
Immigration1.0-27456,0,1,0,atlanta journal and constitution,2009,1,27,20090127,emily_59.0_rt,0.5,1,0,1
Immigration1.0-13752,0,0,1,palm beach post,2003,6,26,20030626,alex_55.0_r,0.5,1,0,1
Immigration1.0-13752,0,0,1,palm beach post,2003,6,26,20030626,allie_55.0_r,0.5,1,0,1
Immigration1.0-23124,0,0,1,atlanta journal and constitution,2007,3,25,20070325,dana_62.0_rt,0.25,1,0,1
Immigration1.0-23124,0,0,1,atlanta journal and constitution,2007,3,25,20070325,kristine_65.0_rt,0.25,1,0,1
Immigration1.0-23124,0,0,1,atlanta journal and constitution,2007,3,25,20070325,gareth_62.0_rt,0.25,1,0,1
Immigration1.0-23124,0,0,1,atlanta journal and constitution,2007,3,25,20070325,allie_65.0_rt,0.25,1,0,1
Immigration1.0-15124,0,1,0,new york times,2004,2,8,20040208,alex_54.0_r,0.5,1,0,1
Immigration1.0-15124,0,1,0,new york times,2004,2,8,20040208,emily_54.0_r,0.5,1,0,1
Immigration1.0-23123,0,0,1,atlanta journal and constitution,2007,3,25,20070325,spencer_62.0_rt,0.5,0,1,0
Immigration1.0-23123,0,0,1,atlanta journal and constitution,2007,3,25,20070325,corey_62.0_rt,0.5,0,1,0
Immigration1.0-23120,0,0,1,new york times,2007,3,26,20070326,alex_58.0_rt,0.5,1,0,1
Immigration1.0-23120,0,0,1,new york times,2007,3,26,20070326,dana_58.0_rt,0.5,1,0,1
Immigration1.0-13809,0,0,1,saint paul pioneer press,2003,6,15,20030615,dana_60.0_rt,0.5,1,0,1
Immigration1.0-13809,0,0,1,saint paul pioneer press,2003,6,15,20030615,sam_60.0_rt,0.5,1,0,1
Immigration1.0-13807,0,0,1,new york times,2003,6,15,20030615,alex_55.0_r,0.5,0,1,0
Immigration1.0-13807,0,0,1,new york times,2003,6,15,20030615,allie_55.0_r,0.5,0,1,0
Immigration1.0-23129,0,0,1,denver post,2007,3,25,20070325,dana_61.0_rt,0.5,0,1,0
Immigration1.0-23129,0,0,1,denver post,2007,3,25,20070325,spencer_61.0_rt,0.5,0,1,0
Immigration1.0-14315,0,0,1,washington post,2003,9,25,20030925,alex_58.0_rt,0.5,1,0,1
Immigration1.0-14315,0,0,1,washington post,2003,9,25,20030925,dana_58.0_rt,0.5,1,0,1
Immigration1.0-26601,0,0,1,denver post,2008,4,7,20080407,dana_61.0_rt,0.5,1,0,1
Immigration1.0-26601,0,0,1,denver post,2008,4,7,20080407,spencer_61.0_rt,0.5,1,0,1
Immigration1.0-8247,0,0,1,new york times,2000,8,20,20000820,corey_58.0_rt,0.5,1,0,1
Immigration1.0-8247,0,0,1,new york times,2000,8,20,20000820,spencer_58.2_rt,0.5,1,0,1
Immigration1.0-34839,0,0,1,new york times,1981,8,7,19810807,emily_60.0_rt,0.5,0,1,0
Immigration1.0-34839,0,0,1,new york times,1981,8,7,19810807,nick_60.0_rt,0.5,1,0,1
Immigration1.0-19777,0,0,1,washington post,2006,4,8,20060408,laurie_59.0_rt,0.5,0,1,0
Immigration1.0-19777,0,0,1,washington post,2006,4,8,20060408,gareth_59.0_rt,0.5,0,1,0
Immigration1.0-23577,0,0,1,new york times,2007,5,20,20070520,gareth_60.0_rt,0.5,0,1,0
Immigration1.0-23577,0,0,1,new york times,2007,5,20,20070520,allie_60.0_rt,0.5,0,1,0
Immigration1.0-19780,0,0,1,washington post,2006,4,8,20060408,nick_62.0_rt,0.5,0,1,0
Immigration1.0-19780,0,0,1,washington post,2006,4,8,20060408,kristine_62.0_rt,0.5,0,1,0
Immigration1.0-40687,0,0,1,philadelphia inquirer,1994,10,28,19941028,nick_62.0_rt,0.5,1,0,1
Immigration1.0-40687,0,0,1,philadelphia inquirer,1994,10,28,19941028,kristine_62.0_rt,0.5,1,0,1
Immigration1.0-8951,0,0,1,washington post,2000,9,27,20000927,sam_59.0_rt,0.5,1,0,1
