Varname,House,Date,Topic,Subcode,L1,L2,L3,L4,C2,C3,C4,C5,Other,Index,Source,N,Totcheck,Agenda1,Agenda2,Scope,raceoutcome,racespenddo,raceaa,aidtoblacks,EqualOpp,Added
GAYWED,PSRA,11/18/2003,150,151,15,25,0,0,0,0,19,33,8,43.48,USPSRA.120803.R27B,469,100,200,210,0,0,0,0,0,1,0
GAYWED,QUINN,12/4/2003,150,151,35,0,0,0,0,0,0,60,5,36.84,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYWED,GALLUP,12/15/2003,150,151,31,0,0,0,0,0,0,65,4,32.29,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYWED,ABCWP,1/15/2004,150,151,41,0,0,0,0,0,0,55,4,42.71,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYWED,ABCWP,1/15/2004,150,151,41,0,0,0,0,0,0,55,4,42.71,USABCWP.012104.R02,1036,100,200,210,0,0,0,0,0,1,0
GAYWED,QUINN,1/28/2004,150,151,34,0,0,0,0,0,0,61,5,35.79,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYWED,GALLUP,2/6/2004,150,151,36,0,0,0,0,0,0,59,5,37.89,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYWED,PSRA,2/11/2004,150,151,9,21,0,0,0,0,21,42,7,32.26,USPSRA.022704.R39C,1500,100,200,210,0,0,0,0,0,1,0
GAYWED,PEW,2/15/2004,150,151,30,0,0,0,0,0,0,63,7,32.26,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYWED,GALLUP,2/16/2004,150,151,32,0,0,0,0,0,0,64,4,33.33,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYWED,ABCWP,2/18/2004,150,151,39,0,0,0,0,0,0,55,6,41.49,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYWED,ABCWP,2/18/2004,150,151,25,13,0,0,0,0,6,49,6,40.86,USABCWP.022404.R2,1028,99,200,210,0,0,0,0,0,1,0
GAYWED,PSRNEW,2/19/2004,150,151,23,24,0,0,0,0,0,45,8,51.09,USPSRNEW.022104.R23,1019,100,200,210,0,0,0,0,0,1,0
GAYWED,ODFOX,3/3/2004,150,151,20,33,0,0,0,0,0,40,7,56.99,USODFOX.030504.R36,900,100,200,210,0,0,0,0,0,1,0
GAYWED,ABCWP,3/4/2004,150,151,38,0,0,0,0,0,0,59,3,39.18,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYWED,ABCWP,3/4/2004,150,151,24,14,0,0,0,0,11,48,3,39.18,USABCWP.031004.R36,1202,100,200,210,0,0,0,0,0,1,0
GAYWED,GALLUP,3/5/2004,150,151,33,0,0,0,0,0,0,61,6,35.11,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYWED,PEW,3/15/2004,150,151,32,0,0,0,0,0,0,59,9,35.16,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYWED,QUINN,3/16/2004,150,151,31,0,0,0,0,0,0,63,5,32.98,Polling Report 7-16-05,0,99,200,210,0,0,0,0,0,1,0
GAYWED,PSRA,3/17/2004,150,151,10,22,0,0,0,0,24,35,9,35.16,USPSRA.032504.R37,1703,100,200,210,0,0,0,0,0,1,0
GAYWED,PSRNEW,5/13/2004,150,151,28,23,0,0,0,0,0,43,6,54.26,USPSRNEW.051504.R15A,1010,100,200,210,0,0,0,0,0,1,0
GAYWED,ODFOX,5/18/2004,150,151,25,26,0,0,0,0,0,40,9,56.04,USODFOX.052004.R39,900,100,200,210,0,0,0,0,0,1,0
GAYWED,PSRA,7/8/2004,150,151,10,22,0,0,0,0,23,33,12,36.36,USPSRA.072104.R25,2009,100,200,210,0,0,0,0,0,1,0
GAYWED,PEW,7/15/2004,150,151,32,0,0,0,0,0,0,56,12,36.36,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYWED,QUINN,7/18/2004,150,151,31,0,0,0,0,0,0,63,5,32.98,Polling Report 7-16-05,0,99,200,210,0,0,0,0,0,1,0
GAYWED,GALLUP,7/19/2004,150,151,32,0,0,0,0,0,0,62,6,34.04,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYWED,PEW,8/5/2004,150,151,29,0,0,0,0,0,0,60,11,32.58,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYWED,PSRA,8/5/2004,150,151,8,21,0,0,0,0,25,35,11,32.58,USPSRA.082404.R36,1512,100,200,210,0,0,0,0,0,1,0
GAYWED,ABCWP,8/26/2004,150,151,18,14,0,0,0,0,10,52,5,34.04,USABCWP.2004-960.Q034,1207,99,200,210,0,0,0,0,0,1,0
GAYWED,PSRA,12/1/2004,150,151,14,18,0,0,0,0,23,38,7,34.41,USPSRA.051005A.R36B,2000,100,200,210,0,0,0,0,0,1,0
GAYWED,QUINN,12/7/2004,150,151,31,0,0,0,0,0,0,65,4,32.29,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYWED,PSRA,1/13/2005,150,151,22,31,0,0,0,0,0,42,5,55.79,USPSRA.06NCCJIR.Q38,2558,100,200,210,0,0,0,0,0,1,0
GAYWED,GALLUP,3/18/2005,150,151,28,0,0,0,0,0,0,68,4,29.17,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYWED,GALLUP,4/29/2005,150,151,39,0,0,0,0,0,0,56,5,41.05,Polling Report 7-16-05,0,100,200,210,0,0,0,0,0,1,0
GAYWED,PSRA,7/13/2005,150,151,13,23,0,0,0,0,22,31,11,40.45,USPSRA.080305.R50,1502,100,200,210,0,0,0,0,0,1,0
GAYWED,GALLUP,8/22/2005,150,151,37,0,0,0,0,0,0,59,4,38.54,Pollingreport.com,0,100,200,210,0,0,0,0,0,1,0
GAYWED,PSRA,3/8/2006,150,151,10,29,0,0,0,0,23,28,10,43.33,USPSRA.032206.R25GF1,1405,100,200,210,0,0,0,0,0,1,0
GAYWED,GALLUP,5/8/2006,150,151,39,0,0,0,0,0,0,58,4,40.21,USGALLUP.06MY08.R29,1002,101,200,210,0,0,0,0,0,1,0
GAYWED,ABC,5/31/2006,150,151,24,13,0,0,0,0,7,51,5,38.95,USABC.060507.R2,1001,100,200,210,0,0,0,0,0,1,0
GAYWED,ODFOX,6/13/2006,150,151,27,25,0,0,0,0,0,39,8,57.14,USODFOX.061506.R13,900,99,200,210,0,0,0,0,0,1,0
GAYWED,PSRA,6/14/2006,150,151,13,20,0,0,0,0,23,32,12,37.50,USPSRA.062706.R37,1501,100,200,210,0,0,0,0,0,1,0
GAYWED,SRBI,7/6/2006,150,151,12,23,0,0,0,0,25,31,9,38.46,USSRBI.080306P.R08,2003,100,200,210,0,0,0,0,0,1,0
GAYWED,PSRNEW,10/26/2006,150,151,24,26,0,0,0,0,0,40,10,55.56,USPSRNEW.102806.R15,1002,100,200,210,0,0,0,0,0,1,0
GAYWED,ODFOX,11/4/2006,150,151,30,30,0,0,0,0,0,32,7,65.22,USODFOX.110606.R35,900,99,200,210,0,0,0,0,0,1,0
GAYWED,QUINN,11/13/2006,150,151,34,,,,,,,63,4,35.05,Polling report 4-10-07,1623,101,200,210,0,0,0,0,0,1,0
GAYWED,PSRA,1/1/2007,150,151,13,24,,,,,33,22,8,40.22,Pew Report,2007,100,200,210,0,0,0,0,0,1,0
GAYWED,GALLUP,5/10/2007,150,151,46,0,0,0,0,0,0,53,1,46.46,Pollingreport 3-6-09,0,100,200,210,0,0,0,0,0,1,0
GAYWED,ORC,8/6/2007,150,151,40,0,0,0,0,0,0,57,3,41.24,USORC.2007008.Q16,1029,100,200,210,0,0,0,0,0,1,0
GAYWED,ORC,10/12/2007,150,151,40,0,0,0,0,0,0,56,3,41.67,USORC.2007010.Q09,1212,99,200,210,0,0,0,0,0,1,0
GAYWED,GALLUP,5/8/2008,150,151,40,0,0,0,0,0,0,56,4,41.67,Pollingreport 3-6-09,1017,100,200,210,0,0,0,0,0,1,0
GAYWED,ORC,6/26/2008,150,151,44,0,0,0,0,0,0,53,3,45.36,Pollingreport 3-6-09,0,100,200,210,0,0,0,0,0,1,0
GAYWED,ORC,12/19/2008,150,151,39,5,0,0,0,0,0,55,1,44.44,Pollingreport 3-6-09,1013,100,200,210,0,0,0,0,0,1,0
GAYWED,GALLUP,5/7/2009,150,151,40,,,,,,,57,4,41.24,PollingReport.com,0,101,200,210,0,0,0,0,0,1,0
GAYWED,GALLUP,5/3/2010,150,151,44,,,,,,,53,3,45.36,PollingReport.com,1029,100,200,210,0,0,0,0,0,1,0
GAYWED,ORC,4/9/2011,150,151,51,0,0,0,0,0,0,47,2,52.04,USORC.041911.R35,824,100,200,210,0,0,0,0,0,1,0
GAYWED,GALLUP,5/5/2011,150,151,53,0,0,0,0,0,0,43,3,55.2,USGALLUP.11MY05.R19,1018,99,200,210,0,0,0,0,0,1,10/15/2012
GAYWED,ORC,9/9/2011,150,151,53,0,0,0,0,0,0,46,1,53.54,USORC.091511.R25,1038,100,200,210,0,0,0,0,0,1,0
GAYWED,GALLUP,12/15/2011,150,151,48,0,0,0,0,0,0,48,4,50.0,USGALLUP.201122.Q23,1019,100,200,210,0,0,0,0,0,1,10/15/2012
GAYWED,GALLUP,5/3/2012,150,151,50,0,0,0,0,0,0,48,2,51.0,USGALLUP.050812.R01,1024,100,200,210,0,0,0,0,0,1,10/15/2012
GAYWED,ORC,5/29/2012,150,151,54,0,0,0,0,0,0,42,3,56.25,USORC.060612.R22,1009,99,200,210,0,0,0,0,0,1,07/25/15
GAYWED,ORC,3/15/2013,150,151,53,0,0,0,0,0,0,44,3,54.64,USORC.031813.R14,1021,100,200,210,0,0,0,0,0,1,07/25/15
GAYWED,ORC,6/11/2013,150,151,55,0,0,0,0,0,0,44,2,55.56,USORC.062013.R10,1014,101,200,210,0,0,0,0,0,1,07/25/15
GAYWED,ORC,12/18/2014,150,151,60,0,0,0,0,0,0,38,2,61.22,USORC.011515E.R23,1011,100,200,210,0,0,0,0,0,1,07/25/15
GAYWEDABC,ABC,9/3/2003,150,151,37,0,,,,,0,55,7,40.22,USABC.092203.R02,1028,99,200,210,0,0,0,0,0,1,0
GAYWEDABC,ABCWP,1/15/2004,150,151,41,0,,,,,0,55,4,42.71,USABCWP.012104.R02,1036,100,200,210,0,0,0,0,0,1,0
GAYWEDABC,ABCWP,2/18/2004,150,151,25,13,,,,,6,49,6,40.86,USABCWP.022404.R2,1028,99,200,210,0,0,0,0,0,1,0
GAYWEDABC,ABCWP,3/4/2004,150,151,24,14,,,,,11,48,3,39.18,USABCWP.031004.R36,1202,100,200,210,0,0,0,0,0,1,0
GAYWEDABC,ABCWP,8/25/2005,150,151,39,0,,,,,0,58,3,40.21,USABCWP.2005989.Q045,1006,100,200,210,0,0,0,0,0,1,0
GAYWEDABC,ABC,5/31/2006,150,151,24,13,,,,,7,51,5,38.95,USABC.060506.R2,1001,100,200,210,0,0,0,0,0,1,0
GAYWEDABC,ABCWP,4/21/2009,150,151,31,18,,,,,7,39,5,51.58,USABCWP.043009.R41,1072,100,200,210,0,0,0,0,0,1,0
GAYWEDABC,ABCWP,2/4/2010,150,151,31,16,,,,,9,42,3,47.96,USABCWP.021210.R30,1004,101,200,210,0,0,0,0,0,1,0
GAYWEDABC,ABCWP,3/10/2011,150,151,36,17,0,0,0,0,9,35,3,54.64,USABCWP.031811.R32,1005,100,200,210,0,0,0,0,0,1,0
GAYWEDABC,ABCWP,3/8/2012,150,151,36,17,,,,,7,36,5,55.21,USABCWP.031612.R45,1003,101,200,210,0,0,0,0,0,1,7/25/2015
GAYWEDABC,ABCWP,5/18/2012,150,151,39,14,,,,,7,32,8,57.61,USABCWP.052312.R23,1004,100,200,210,0,0,0,0,0,1,7/25/2015
GAYWEDABC,ABCWP,3/8/2013,150,151,41,17,,,,,6,30,6,61.70,USABCWP.031813A.R22,1001,100,200,210,0,0,0,0,0,1,7/25/2015
GAYWEDFOX,FOX,1/12/2000,150,151,19,24,0,0,0,0,0,47,10,47.78,USODFOX.011400.R22,900,100,200,210,0,0,0,0,0,1,0
GAYWEDFOX,FOX,3/1/2004,150,151,20,33,,,,,,40,7,56.99,PollingReport.com,900,100,200,210,0,0,0,0,0,1,0
GAYWEDFOX,FOX,5/1/2004,150,151,25,26,,,,,,40,9,56.04,PollingReport.com,900,100,200,210,0,0,0,0,0,1,0
GAYWEDFOX,FOX,6/13/2006,150,151,27,25,,,,,,39,8,57.14,PollingReport.com,900,99,200,210,0,0,0,0,0,1,0
GAYWEDFOX,FOX,11/4/2006,150,151,30,30,,,,,,32,7,65.22,USODFOX.110606.R35,900,99,200,210,0,0,0,0,0,1,0
GAYWEDFOX,FOX,5/12/2009,150,151,33,33,,,,,,29,5,69.47,PollingReport.com,900,100,200,210,0,0,0,0,0,1,0
GAYWEDFOX,FOX,8/10/2010,150,151,37,29,0,0,0,0,0,28,6,70.21,USODFOX.081310A.R26,900,100,200,210,0,0,0,0,0,1,0
GAYWEDFOX,FOX,5/13/2012,150,151,37,33,0,0,0,0,0,25,5,73.7,USASFOX.051612A.R43,913,100,200,210,0,0,0,0,0,1,10/15/2012
GAYWEDPSR,PSRA,6/14/2004,150,151,26,0,0,0,0,0,0,70,4,27.08,USPSRA.102704.RG1,1510,100,200,210,0,0,0,0,0,1,0
GAYWEDPSR,PSRA,5/21/2008,150,151,15,23,0,0,0,0,20,29,13,43.68,USPSRA.052908.R34,1505,100,200,210,0,0,0,0,0,1,0
GAYWEDPSR,PSRA,6/18/2008,150,151,15,25,0,0,0,0,21,31,8,43.48,USPSRA.071008.R62,2004,100,200,210,0,0,0,0,0,1,0
GAYWEDPSR,PSRA,3/31/2009,150,151,14,21,0,0,0,0,23,31,11,39.33,USPSRA.052109.RB19,3013,100,200,210,0,0,0,0,0,1,0
GAYWEDPSR,PSRA,8/11/2009,150,151,14,25,0,0,0,0,22,31,8,42.39,USPSRA.100909.R146A,2010,100,200,210,0,0,0,0,0,1,0
GAYWEDPSR,PSRA,1/14/2010,150,151,14,24,0,0,0,0,23,28,11,42.70,USSRBI.022410S.R41,2010,100,200,210,0,0,0,0,0,1,0
GAYWEDPSR,PSRA,7/21/2010,150,151,17,24,0,0,0,0,24,24,10,46.07,USPSRA.091710.R12B,3003,99,200,210,0,0,0,0,0,1,0
GAYWEDPSR,PSRA,10/25/2010,150,151,16,27,0,0,0,0,22,26,10,47.25,USPSRA.092310.R040,3509,101,200,210,0,0,0,0,0,1,0
GAYWEDPSR,PSRA,2/22/2011,150,151,20,25,0,0,0,0,21,24,9,50.00,USPSRA.030311.R61,1504,99,200,210,0,0,0,0,0,1,0
GAYWEDPSR,PRRI,7/14/2011,150,151,18,29,0,0,0,0,21,26,6,50.00,USPRRI.11GAY.R05A,3000,100,200,210,0,0,0,0,0,1,0
GAYWEDPSR,GREEN,7/16/2011,150,151,37,14,0,0,0,0,9,37,3,52.58,USGREEN.11HRCJUL.R31,800,100,200,210,0,0,0,0,0,1,0
GAYWEDPSR,PRRI,8/1/2011,150,151,19,29,0,0,0,0,21,25,6,51.06,USPRRI.11PLUR.R05B,2450,100,200,210,0,0,0,0,0,1,0
GAYWEDPSR,PRRI,9/22/2011,150,151,24,24,0,0,0,0,20,26,6,51.06,USPRRI.11VALUES.R08B,1505,100,200,210,0,0,0,0,0,1,0
GAYWEDPSR,PSRA,9/22/2011,150,151,46,0,0,0,0,0,0,44,9,51.11,USPSRA.110311.R69B,2410,99,200,210,0,0,0,0,0,1,0
GAYWEDPSR,PSRA,4/4/2012,150,151,22,25,0,0,0,0,21,22,11,52.2,USPSRA.042512.R21FB,1805,100,200,210,0,0,0,0,0,1,10/15/2012
GAYWEDPSR,PRRI,1/28/2013,150,151,25,27,0,0,0,0,19,23,7,55.32,USPRRI.13RELVAL.R04A,4465,101,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,PRRI,1/28/2013,150,151,25,27,0,0,0,0,19,23,7,55.32,USPRRI.13RELVAL.R04A,4465,101,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,ASFOX,2/25/2013,150,151,46,0,0,0,0,0,0,46,8,50.00,USASFOX.030413B.R25,1010,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,ASFOX,2/25/2013,150,151,46,0,0,0,0,0,0,46,8,50.00,USASFOX.030413B.R25,1010,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,QUINN,2/27/2013,150,151,47,0,0,0,0,0,0,43,10,52.22,USQUINN.030813.R23,1944,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,QUINN,2/27/2013,150,151,47,0,0,0,0,0,0,43,10,52.22,USQUINN.030813.R23,1944,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,PRRI,3/6/2013,150,151,23,27,0,0,0,0,18,21,10,56.18,USPRRI.13RELPOL.R01A,1028,99,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,PRRI,3/6/2013,150,151,23,27,0,0,0,0,18,21,10,56.18,USPRRI.13RELPOL.R01A,1028,99,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,ASFOX,3/17/2013,150,151,49,0,0,0,0,0,0,46,5,51.58,USASFOX.032113.R53,1002,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,ASFOX,3/17/2013,150,151,49,0,0,0,0,0,0,46,5,51.58,USASFOX.032113.R53,1002,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,KN,3/20/2013,150,151,29,13,0,0,0,0,7,19,33,61.76,USKN.043013IOP.R083,3103,101,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,KN,3/20/2013,150,151,29,13,0,0,0,0,7,19,33,61.76,USKN.043013IOP.R083,3103,101,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,PRRI,3/21/2013,150,151,25,27,0,0,0,0,19,23,7,55.32,USPRRI.032113.R04A,4465,101,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,PRRI,3/21/2013,150,151,25,27,0,0,0,0,19,23,7,55.32,USPRRI.032113.R04A,4465,101,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,QUINN,3/26/2013,150,151,50,0,0,0,0,0,0,41,9,54.95,USQUINN.040413.R26,1711,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,QUINN,3/26/2013,150,151,50,0,0,0,0,0,0,41,9,54.95,USQUINN.040413.R26,1711,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,NBCWSJ,4/5/2013,150,151,15,38,0,0,0,0,32,10,5,55.79,USNBCWSJ.13APR.R22,1000,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,NBCWSJ,4/5/2013,150,151,15,38,0,0,0,0,32,10,5,55.79,USNBCWSJ.13APR.R22,1000,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,QUINN,4/25/2013,150,151,45,0,0,0,0,0,0,47,8,48.91,USQUINN.050213.R33,1471,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,QUINN,4/25/2013,150,151,45,0,0,0,0,0,0,47,8,48.91,USQUINN.050213.R33,1471,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,PRRI,5/15/2013,150,151,24,28,0,0,0,0,22,21,5,54.74,USPRRI.13RELPOL05.R07A,1000,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,PRRI,5/15/2013,150,151,24,28,0,0,0,0,22,21,5,54.74,USPRRI.13RELPOL05.R07A,1000,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,ASFOX,6/9/2013,150,151,46,0,0,0,0,0,0,47,7,49.46,USASFOX.061313.R37,1019,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,ASFOX,6/9/2013,150,151,46,0,0,0,0,0,0,47,7,49.46,USASFOX.061313.R37,1019,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,PRRI,7/18/2013,150,151,22,30,0,0,0,0,21,20,7,55.91,USPRRI.071813.R05A,2002,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,PRRI,7/18/2013,150,151,22,30,0,0,0,0,21,20,7,55.91,USPRRI.071813.R05A,2002,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,PRRI,9/27/2013,150,151,21,34,0,0,0,0,21,22,3,56.12,USPRRI.092713H.R12A,1563,101,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,PRRI,9/27/2013,150,151,21,34,0,0,0,0,21,22,3,56.12,USPRRI.092713H.R12A,1563,101,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,PRRI,10/29/2013,150,151,25,27,0,0,0,0,19,25,4,54.17,USPRRI.102913.R14A,2317,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,PRRI,10/29/2013,150,151,25,27,0,0,0,0,19,25,4,54.17,USPRRI.102913.R14A,2317,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,ASFOX,1/19/2014,150,151,47,0,0,0,0,0,0,47,6,50.00,USASFOX.012214.R42,1010,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,ASFOX,1/19/2014,150,151,47,0,0,0,0,0,0,47,6,50.00,USASFOX.012214.R42,1010,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,PRRI,2/26/2014,150,151,22,31,0,0,0,0,21,20,5,56.38,USPRRI.022614.R08A,4509,99,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,PRRI,2/26/2014,150,151,22,31,0,0,0,0,21,20,5,56.38,USPRRI.022614.R08A,4509,99,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,KN,3/22/2014,150,151,24,20,0,0,0,0,13,10,34,65.67,USKN.042914.R097,3058,101,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,KN,3/22/2014,150,151,24,20,0,0,0,0,13,10,34,65.67,USKN.042914.R097,3058,101,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,PRRI,6/10/2014,150,151,29,26,0,0,0,0,17,22,6,58.51,USPRRI.061014.R08A,1538,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,PRRI,6/10/2014,150,151,29,26,0,0,0,0,17,22,6,58.51,USPRRI.061014.R08A,1538,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,PRRI,9/23/2014,150,151,24,25,0,0,0,0,20,22,9,53.85,USPRRI.092314.R12B,4507,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,PRRI,9/23/2014,150,151,24,25,0,0,0,0,20,22,9,53.85,USPRRI.092314.R12B,4507,100,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,ASFOX,10/12/2014,150,151,45,0,0,0,0,0,0,45,9,50.00,USASFOX.101514.R30,1012,99,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,ASFOX,10/12/2014,150,151,45,0,0,0,0,0,0,45,9,50.00,USASFOX.101514.R30,1012,99,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,PRRI,3/27/2015,150,151,32,32,0,0,0,0,17,16,4,65.98,USPRRI.032715.R04A,2314,101,200,210,0,0,0,0,0,1,4/12/2015
GAYWEDPSR,PRRI,3/27/2015,150,151,32,32,0,0,0,0,17,16,4,65.98,USPRRI.032715.R04A,2314,101,200,210,0,0,0,0,0,1,4/12/2015
HOMOMAR,GALLUP,3/15/1996,150,151,27,0,0,0,0,0,0,68,5,28.42,USGALLUP.96MR15.R44,1008,100,202,210,0,0,0,0,0,1,0
HOMOMAR,GALLUP,2/8/1999,150,151,35,0,0,0,0,0,0,62,3,36.08,USGALLUP.99FEB8.R40,1054,100,202,210,0,0,0,0,0,1,0
HOMOMAR,GALLUP,1/13/2000,150,151,34,0,0,0,0,0,0,62,4,35.42,USGALLUP.00JA13.R24,1027,100,202,210,0,0,0,0,0,1,0
HOMOMAR,GALLUP,5/6/2002,150,151,34,0,0,0,0,0,0,62,4,35.42,USGALLUP.082202.R2A,1012,100,202,210,0,0,0,0,0,1,0
HOMOMAR,GALLUP,6/27/2003,150,151,39,0,0,0,0,0,0,55,7,41.49,USGALLUP.200335.Q21,1003,101,202,210,0,0,0,0,0,1,0
HOMOMAR,GALLUP,10/24/2003,150,151,35,0,0,0,0,0,0,61,4,36.46,USGALLUP.200347.Q42,1006,100,202,210,0,0,0,0,0,1,0
HOMOMAR,GALLUP,12/15/2003,150,151,31,0,0,0,0,0,0,65,4,32.29,USGALLUP.03DEC15.R14,1000,100,202,210,0,0,0,0,0,1,0
HOMOMAR,GALLUP,12/15/2003,150,151,17,14,0,0,0,0,13,52,4,32.29,USGALLUP.03DEC15.R15,1000,100,202,210,0,0,0,0,0,1,0
HOMOMAR,GALLUP,2/6/2004,150,151,36,0,0,0,0,0,0,59,5,37.89,USGALLUP.04FU06.R10,1008,100,202,210,0,0,0,0,0,1,0
HOMOMAR,GALLUP,2/16/2004,150,151,32,0,0,0,0,0,0,64,4,33.33,USGALLUP.04FB16.R33,1006,100,202,210,0,0,0,0,0,1,0
HOMOMAR,GALLUP,3/5/2004,150,151,33,0,0,0,0,0,0,61,6,35.11,USGALLUP.04MRCH5.R23,1005,100,202,210,0,0,0,0,0,1,0
HOMOMAR,GALLUP,5/2/2004,150,151,42,0,0,0,0,0,0,55,3,43.30,USGALLUP.04MA002.R36,1000,100,202,210,0,0,0,0,0,1,0
HOMOMAR,GALLUP,7/19/2004,150,151,32,0,0,0,0,0,0,62,6,34.04,USGALLUP.04JUL19.R24,1005,100,202,210,0,0,0,0,0,1,0
HOMOMAR,GALLUP,3/18/2005,150,151,28,0,0,0,0,0,0,68,4,29.17,USGALLUP.05MH018.R07,909,100,202,210,0,0,0,0,0,1,0
HOMOMAR,GALLUP,4/29/2005,150,151,39,0,0,0,0,0,0,56,5,41.05,USGALLUP.05APR029.R24,1006,100,202,210,0,0,0,0,0,1,0
HOMOMAR,GALLUP,8/22/2005,150,151,38,0,0,0,0,0,0,59,4,39.18,USGALLUP.0539.Q17,1007,101,202,210,0,0,0,0,0,1,0
HOMOMAR,GALLUP,5/8/2006,150,151,39,0,0,0,0,0,0,58,4,40.21,USGALLUP.06MY08.R29,1002,101,202,210,0,0,0,0,0,1,0
HOMOMAR,ORC,8/6/2007,150,151,40,0,0,0,0,0,0,57,3,41.24,USORC.2007008.Q16,1029,100,202,210,0,0,0,0,0,1,0
HOMOMAR,ORC,10/12/2007,150,151,40,0,0,0,0,0,0,56,3,41.67,USORC.2007010.Q09,1212,99,202,210,0,0,0,0,0,1,0
HOMOMAR,ORC,3/15/2013,150,151,53,0,0,0,0,0,0,44,3,54.64,USORC.031813.R14,1021,100,202,210,0,0,0,0,0,1,4/12/2015
HOMOMAR,ORC,3/15/2013,150,151,53,0,0,0,0,0,0,44,3,54.64,USORC.031813.R14,1021,100,202,210,0,0,0,0,0,1,4/12/2015
HOMOMAR,GALLUP,5/2/2013,150,151,53,0,0,0,0,0,0,45,3,54.08,USGALLUP.13MY02.R01,1535,101,202,210,0,0,0,0,0,1,4/12/2015
HOMOMAR,GALLUP,5/2/2013,150,151,53,0,0,0,0,0,0,45,3,54.08,USGALLUP.13MY02.R01,1535,101,202,210,0,0,0,0,0,1,4/12/2015
HOMOMAR,ORC,6/11/2013,150,151,60,0,0,0,0,0,0,39,1,60.61,USORC.062013.R11,1014,100,202,210,0,0,0,0,0,1,4/12/2015
HOMOMAR,ORC,6/11/2013,150,151,60,0,0,0,0,0,0,39,1,60.61,USORC.062013.R11,1014,100,202,210,0,0,0,0,0,1,4/12/2015
